mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__num_leaves,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,mean_test_mean_squared_error,std_test_mean_squared_error,rank_test_mean_squared_error,split0_test_spearmanr,split1_test_spearmanr,split2_test_spearmanr,mean_test_spearmanr,std_test_spearmanr,rank_test_spearmanr,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,quantile
72.15406425793965,1.3955944614084779,28.68928861618042,1.4287568893059042,0.2,11,60,"{'model__learning_rate': 0.2, 'model__max_depth': 11, 'model__num_leaves': 60}",0.08628343412495065,0.0722583884585759,0.056808611949308974,0.07178347817761184,0.012037730694297512,1,-11970.024152537366,-12245.220500238767,-12217.766580582243,-12144.337077786127,123.76638304405463,1,0.8156945067309819,0.8224372036976132,0.8041895049886342,0.814107071805743,0.007533683883060114,1,-11970.024152537366,-12245.220500238767,-12217.766580582243,-12144.337077786127,123.76638304405463,1,0.05
73.3674959341685,2.0062208850556207,27.239163716634113,0.7905833840166168,0.2,7,60,"{'model__learning_rate': 0.2, 'model__max_depth': 7, 'model__num_leaves': 60}",0.074806892965672,0.06873998937300185,0.03412987733861461,0.059225586559096155,0.01791736207816151,2,-12120.371076293304,-12291.659694163798,-12511.5388619313,-12307.856544129469,160.10374260010502,2,0.8151413860196196,0.8210647585419156,0.8007722221974886,0.8123261222530079,0.008520212844726779,5,-12120.371076293304,-12291.659694163798,-12511.5388619313,-12307.856544129469,160.10374260010502,2,0.05
71.57399495442708,1.1809375541559002,26.544314463933308,1.1684080117748479,0.2,11,48,"{'model__learning_rate': 0.2, 'model__max_depth': 11, 'model__num_leaves': 48}",0.07536375888268243,0.05614721024588554,0.03635507738730204,0.05595534883862333,0.01592580539254254,3,-12113.075927310254,-12457.871228931697,-12482.714410039143,-12351.220522093698,168.6988083939589,3,0.8139180322507432,0.8203440973855259,0.8040587750057113,0.8127736348806601,0.0066975202007465645,4,-12113.075927310254,-12457.871228931697,-12482.714410039143,-12351.220522093698,168.6988083939589,3,0.05
74.17728964487712,3.1786331659031553,21.16977548599243,4.201741631982301,0.2,13,60,"{'model__learning_rate': 0.2, 'model__max_depth': 13, 'model__num_leaves': 60}",0.0683935060267955,0.05459787050000253,0.04346365592775625,0.055485010818184764,0.0101968825284414,4,-12204.388811579081,-12478.320895716179,-12390.632405869766,-12357.780704388342,114.21944492245878,4,0.8129003930520399,0.8221117368839606,0.8047006099970966,0.8132375799776991,0.007112060467250728,2,-12204.388811579081,-12478.320895716179,-12390.632405869766,-12357.780704388342,114.21944492245878,4,0.05
69.87683812777202,1.2563619328882796,28.278101921081543,2.1734593777391837,0.2,7,48,"{'model__learning_rate': 0.2, 'model__max_depth': 7, 'model__num_leaves': 48}",0.07334864062172752,0.05927539800057402,0.03184866821511123,0.05482423561247093,0.017232170735602372,5,-12139.47472005924,-12416.582417105456,-12541.088835505658,-12365.71532422345,167.85722164020262,5,0.8134855274403826,0.8212339193737811,0.8005038557811183,0.811741100865094,0.008552432488143987,6,-12139.47472005924,-12416.582417105456,-12541.088835505658,-12365.71532422345,167.85722164020262,5,0.05
78.07512044906616,1.0392271542929505,29.086271206537884,1.0387848398280948,0.2,13,48,"{'model__learning_rate': 0.2, 'model__max_depth': 13, 'model__num_leaves': 48}",0.05755323805194701,0.05630114279477816,0.040322029657012703,0.05139213683457929,0.007844420111364282,6,-12346.400321849389,-12455.839480026716,-12431.327917878942,-12411.189239918349,46.892835971257206,6,0.8112551960521508,0.8210640761514816,0.8013916921422981,0.8112369881153102,0.008031227461101133,7,-12346.400321849389,-12455.839480026716,-12431.327917878942,-12411.189239918349,46.892835971257206,6,0.05
72.27406446139018,1.0622150391161083,26.436702966690063,0.9156618591420594,0.2,7,36,"{'model__learning_rate': 0.2, 'model__max_depth': 7, 'model__num_leaves': 36}",0.06464254876942577,0.05741706220865639,0.024707044866770556,0.048922218614950906,0.017374941606633516,7,-12253.527735664202,-12441.110509035825,-12633.59889039154,-12442.745711697191,155.16770729278892,7,0.810846277526834,0.8208098261894807,0.7986838271264668,0.8101133102809271,0.009047758078544561,12,-12253.527735664202,-12441.110509035825,-12633.59889039154,-12442.745711697191,155.16770729278892,7,0.05
74.84703993797302,0.8560075949034045,27.696073452631634,0.9048298117985935,0.2,11,36,"{'model__learning_rate': 0.2, 'model__max_depth': 11, 'model__num_leaves': 36}",0.0629141981483784,0.0464299095152938,0.02597569579177783,0.04510660115181667,0.015109083313375496,8,-12276.169766519994,-12586.129451515382,-12617.165236447761,-12493.154818161047,153.9538663871849,8,0.8096817554780591,0.8190878293639584,0.8028357326465829,0.8105351058295335,0.006662272737562503,10,-12276.169766519994,-12586.129451515382,-12617.165236447761,-12493.154818161047,153.9538663871849,8,0.05
73.10833740234375,0.6408678259573816,27.98572540283203,0.9575388591028612,0.2,13,36,"{'model__learning_rate': 0.2, 'model__max_depth': 13, 'model__num_leaves': 36}",0.053918458522788426,0.0417942450321136,0.03025589049193722,0.04198953134894642,0.00966118985124924,9,-12394.017274828138,-12647.315382011,-12561.721112987228,-12534.351256608788,105.2039750650688,9,0.8126367264721408,0.8190675040686264,0.8003236446125777,0.8106759583844484,0.007776739910241389,8,-12394.017274828138,-12647.315382011,-12561.721112987228,-12534.351256608788,105.2039750650688,9,0.05
70.41561675071716,1.6356296104717105,28.290120601654053,2.137753612571491,0.2,7,24,"{'model__learning_rate': 0.2, 'model__max_depth': 7, 'model__num_leaves': 24}",0.051082196425309645,0.04681930683086988,0.021638173677642092,0.03984655897794054,0.01299235745497301,10,-12431.173354818035,-12580.989813568662,-12673.351958888208,-12561.838375758301,99.7921247560733,10,0.8112751690387666,0.823940476396383,0.8040470003107293,0.8130875485819596,0.008221968028765278,3,-12431.173354818035,-12580.989813568662,-12673.351958888208,-12561.838375758301,99.7921247560733,10,0.05
