mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__num_leaves,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,mean_test_mean_squared_error,std_test_mean_squared_error,rank_test_mean_squared_error,split0_test_spearmanr,split1_test_spearmanr,split2_test_spearmanr,mean_test_spearmanr,std_test_spearmanr,rank_test_spearmanr,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,quantile
94.65558179219563,1.3872020429544227,32.1459166208903,1.287429289503768,0.1,11,48,"{'model__learning_rate': 0.1, 'model__max_depth': 11, 'model__num_leaves': 48}",-0.08487896724082877,-0.08036179025152101,-0.07878191991436512,-0.08134089246890497,0.002583599219351308,26,-14212.314765264256,-14259.647489221072,-13974.15822053468,-14148.706825006668,124.9280010823093,26,0.7989255794720445,0.8063884345366564,0.7968041020738771,0.8007060386941927,0.004110343332826827,24,-14212.314765264256,-14259.647489221072,-13974.15822053468,-14148.706825006668,124.9280010823093,26,0.05
92.99471839269002,2.310834456225432,33.299684286117554,0.4185715750673055,0.1,13,60,"{'model__learning_rate': 0.1, 'model__max_depth': 13, 'model__num_leaves': 60}",-0.09134625960141074,-0.07424622238307954,-0.10322641309677016,-0.08960629836042015,0.011894913823159381,27,-14297.038681464188,-14178.92837939391,-14290.803511900729,-14255.59019091961,54.26781946772626,27,0.7999853398774635,0.8088252302156546,0.7949891352283367,0.8012665684404849,0.00572075409350592,21,-14297.038681464188,-14178.92837939391,-14290.803511900729,-14255.59019091961,54.26781946772626,27,0.05
90.69054849942525,1.6282604458011507,31.71103040377299,0.9190603594477694,0.1,13,24,"{'model__learning_rate': 0.1, 'model__max_depth': 13, 'model__num_leaves': 24}",-0.09548574068849813,-0.10629491721546169,-0.10645251988068116,-0.10274439259488033,0.005133045247773846,28,-14351.267411074617,-14601.937685094177,-14332.593354502365,-14428.599483557053,122.80548082586903,28,0.7958546339402471,0.801192414619812,0.7915217892043647,0.7961896125881412,0.003955115422031152,32,-14351.267411074617,-14601.937685094177,-14332.593354502365,-14428.599483557053,122.80548082586903,28,0.05
86.97366285324097,1.9174400274555052,31.2923424243927,1.0886292531485644,0.1,11,24,"{'model__learning_rate': 0.1, 'model__max_depth': 11, 'model__num_leaves': 24}",-0.10064812402014023,-0.10851152290142152,-0.10263233783712988,-0.10393066158623054,0.003338911390422839,29,-14418.89653751519,-14631.194565511087,-14283.10807177528,-14444.399724933852,143.24538667779296,29,0.7987617838223239,0.8029535683657189,0.7951084311517697,0.7989412611132708,0.0032052772682870834,30,-14418.89653751519,-14631.194565511087,-14283.10807177528,-14444.399724933852,143.24538667779296,29,0.05
95.69789203008015,4.8154680340284655,31.691412289937336,0.6293832925916372,0.1,13,48,"{'model__learning_rate': 0.1, 'model__max_depth': 13, 'model__num_leaves': 48}",-0.10484525882245332,-0.10753891888223843,-0.10698316400963526,-0.10645578057144234,0.0011611922314530918,30,-14473.88055206792,-14618.357208076482,-14339.467130267341,-14477.23496347058,113.8811015401324,30,0.7978514758029027,0.805552282690166,0.7944760506938322,0.7992932697289671,0.004635357311152249,28,-14473.88055206792,-14618.357208076482,-14339.467130267341,-14477.23496347058,113.8811015401324,30,0.05
93.63872194290161,2.266553528443162,31.44496997197469,1.090585889208717,0.1,13,36,"{'model__learning_rate': 0.1, 'model__max_depth': 13, 'model__num_leaves': 36}",-0.09507375095997195,-0.11097471843946538,-0.11395419820123043,-0.10666755586688925,0.008287804658148289,31,-14345.870193616562,-14663.706174479923,-14429.767433744657,-14479.78126728038,134.48907103441044,31,0.7980273877680648,0.8037501872535868,0.7924946717786618,0.7980907489334378,0.004595263367826122,31,-14345.870193616562,-14663.706174479923,-14429.767433744657,-14479.78126728038,134.48907103441044,31,0.05
91.0782531897227,3.9160164898118284,31.62849195798238,1.0808856050021007,0.1,11,36,"{'model__learning_rate': 0.1, 'model__max_depth': 11, 'model__num_leaves': 36}",-0.09313373142622638,-0.12011117213995881,-0.10849196025790131,-0.1072456212746955,0.011048698189124087,32,-14320.455221903654,-14784.297822802004,-14359.011541521002,-14487.92152874222,210.1599838314728,32,0.7995299077662936,0.8047935196364802,0.7925435675014524,0.7989556649680755,0.005017479308782915,29,-14320.455221903654,-14784.297822802004,-14359.011541521002,-14487.92152874222,210.1599838314728,32,0.05
93.06711872418721,3.175191497746094,32.37558364868164,1.6945408639939081,0.05,7,60,"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__num_leaves': 60}",-0.10450210028901341,-0.11961253877245137,-0.1250560355953516,-0.11639022488560546,0.008694961921837418,33,-14469.38504866256,-14777.716383036937,-14573.576696228787,-14606.89270930943,128.06123661478813,33,0.7942942031046907,0.7984275685376679,0.7886037283779808,0.7937751666734464,0.004027324006789099,37,-14469.38504866256,-14777.716383036937,-14573.576696228787,-14606.89270930943,128.06123661478813,33,0.05
90.62498633066814,1.8079473579294603,30.83328676223755,0.6809025229276365,0.05,7,48,"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__num_leaves': 48}",-0.10203261609161363,-0.12035814445775506,-0.12927428392939455,-0.11722168149292107,0.011340345867545319,34,-14437.033894495977,-14787.557599501946,-14628.218388442263,-14617.603294146727,143.29742289600628,34,0.7956165878603021,0.8003868649568838,0.7868851802329393,0.7942962110167086,0.005590552677092733,35,-14437.033894495977,-14787.557599501946,-14628.218388442263,-14617.603294146727,143.29742289600628,34,0.05
93.57586606343587,1.377907293828854,31.767777681350708,0.8358244562324014,0.05,7,36,"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__num_leaves': 36}",-0.11637864149987043,-0.15946627926579193,-0.1418291109269616,-0.13922467723087464,0.0176865945133558,35,-14624.972120684635,-15303.744141228593,-14790.84916270419,-14906.521808205805,288.9267319538974,35,0.7951659121372974,0.7994498783100136,0.7891457256276558,0.7945871720249889,0.004226511225863962,34,-14624.972120684635,-15303.744141228593,-14790.84916270419,-14906.521808205805,288.9267319538974,35,0.05
91.38060355186462,2.1249024239943606,32.49075651168823,2.7915987702354617,0.05,5,36,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__num_leaves': 36}",-0.13366873590601958,-0.14744999761055966,-0.14461929960641084,-0.14191267770766336,0.005942790877432384,36,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.7912583465290223,0.7924595111203007,0.7850043521499666,0.7895740699330965,0.0032682757489667,43,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.05
85.67044297854106,3.5778547444628446,33.18262839317322,1.0721943819453574,0.05,5,48,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__num_leaves': 48}",-0.13366873590601958,-0.14744999761055966,-0.14461929960641084,-0.14191267770766336,0.005942790877432384,36,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.7912583465290223,0.7924595111203007,0.7850043521499666,0.7895740699330965,0.0032682757489667,43,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.05
86.53525137901306,1.2801358626444832,33.66102639834086,0.6073649167387134,0.05,5,60,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__num_leaves': 60}",-0.13366873590601958,-0.14744999761055966,-0.14461929960641084,-0.14191267770766336,0.005942790877432384,36,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.7912583465290223,0.7924595111203007,0.7850043521499666,0.7895740699330965,0.0032682757489667,43,-14851.478737036776,-15145.141771095796,-14826.992276851732,-14941.204261661434,144.55166896030892,36,0.05
96.96536572774251,1.187507522524868,35.44456752141317,0.8622616296584649,0.05,5,24,"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__num_leaves': 24}",-0.13394654537046313,-0.14498109369053558,-0.16328803582565588,-0.1474052249622182,0.01210063565409696,39,-14855.11814352604,-15112.554817445664,-15068.820461853074,-15012.164474274927,112.47469631296644,39,0.7908918839048293,0.7947520129490965,0.7819645466222563,0.7892028144920608,0.005355342527226464,46,-14855.11814352604,-15112.554817445664,-15068.820461853074,-15012.164474274927,112.47469631296644,39,0.05
98.07341885566711,0.7152332218482381,32.73638963699341,0.9531991984263966,0.05,11,60,"{'model__learning_rate': 0.05, 'model__max_depth': 11, 'model__num_leaves': 60}",-0.15092857710049445,-0.15950737485348876,-0.14611223565073717,-0.15218272920157347,0.005539982652485103,40,-15077.589025153273,-15304.2865600731,-14846.331240651025,-15076.06894195913,186.96256601511004,40,0.7944711562192213,0.799917533143525,0.7918338070721533,0.7954074988116332,0.003365928290681679,33,-15077.589025153273,-15304.2865600731,-14846.331240651025,-15076.06894195913,186.96256601511004,40,0.05
96.04678440093994,2.2494222537853212,31.20585020383199,1.3141535565647553,0.05,13,60,"{'model__learning_rate': 0.05, 'model__max_depth': 13, 'model__num_leaves': 60}",-0.1720202845031904,-0.1794945509940935,-0.18518111238549206,-0.17889864929425867,0.0053893828814185986,41,-15353.898174464513,-15568.09641399587,-15352.415607576057,-15424.803398678814,101.32527055687355,41,0.792503303170322,0.8018215319870812,0.7875740705143072,0.79396630189057,0.005907780945280587,36,-15353.898174464513,-15568.09641399587,-15352.415607576057,-15424.803398678814,101.32527055687355,41,0.05
93.11624995867412,4.084535056504583,31.362952947616577,0.7959037818868164,0.05,11,48,"{'model__learning_rate': 0.05, 'model__max_depth': 11, 'model__num_leaves': 48}",-0.17340012759615897,-0.18878083978345783,-0.1846452373171097,-0.1822754015655755,0.00649890595736791,42,-15371.974628111522,-15690.66572902932,-15345.47407207775,-15469.371476406197,156.85222249099036,42,0.7930878627836312,0.7984166325752846,0.7880893266168669,0.7931979406585942,0.004216823444538132,38,-15371.974628111522,-15690.66572902932,-15345.47407207775,-15469.371476406197,156.85222249099036,42,0.05
96.82044863700867,1.267527799778513,33.37733825047811,0.6626681606026704,0.05,7,24,"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__num_leaves': 24}",-0.18121409333637328,-0.19098648933728013,-0.18493600561720336,-0.18571219609695225,0.004027139981448757,43,-15474.34046247493,-15719.777999942697,-15349.240581467662,-15514.453014628429,153.9074554242173,43,0.7917307252650958,0.7986276676150786,0.7865688515427002,0.7923090814742916,0.004939948258527933,39,-15474.34046247493,-15719.777999942697,-15349.240581467662,-15514.453014628429,153.9074554242173,43,0.05
95.75096805890401,1.7279497579255771,31.055116653442383,1.43821863805869,0.05,11,36,"{'model__learning_rate': 0.05, 'model__max_depth': 11, 'model__num_leaves': 36}",-0.18474786235527785,-0.19475434733036256,-0.2002767817922746,-0.19325966382597168,0.0064271504211383095,44,-15520.634140498887,-15769.50979095531,-15547.95955287318,-15612.701161442461,111.44020596304883,44,0.7915553110048282,0.7965113977506794,0.7847074994772186,0.7909247360775754,0.004839505633616741,41,-15520.634140498887,-15769.50979095531,-15547.95955287318,-15612.701161442461,111.44020596304883,44,0.05
96.45118657747905,2.952970060318234,31.493903795878094,0.6452408534173989,0.05,13,48,"{'model__learning_rate': 0.05, 'model__max_depth': 13, 'model__num_leaves': 48}",-0.18938642377720782,-0.19437531953827158,-0.1976450653392492,-0.1938022695515762,0.003395838612970092,45,-15581.40100664447,-15764.507019890465,-15513.869231718112,-15619.925752751014,105.88655017490079,45,0.7905818817287268,0.7988290281532541,0.7863943321917133,0.7919350806912314,0.005165834975302141,40,-15581.40100664447,-15764.507019890465,-15513.869231718112,-15619.925752751014,105.88655017490079,45,0.05
95.08657852808635,3.7797604717391113,31.054070949554443,0.5276784656284783,0.05,13,36,"{'model__learning_rate': 0.05, 'model__max_depth': 13, 'model__num_leaves': 36}",-0.18523395218145966,-0.20711192177774218,-0.19948504428447622,-0.1972769727478927,0.009067086020215035,46,-15527.002096577397,-15932.616869557576,-15537.703666118994,-15665.77421075132,188.7368261482225,46,0.7903015032236035,0.7958447903028961,0.7842804809840463,0.790142258170182,0.004722452169921071,42,-15527.002096577397,-15932.616869557576,-15537.703666118994,-15665.77421075132,188.7368261482225,46,0.05
